5 10
11 39 3.81
31 102 5.76
10 77 2.98
16 65 5.02
21 54 1.44
0 37 4.06
37 52 2.33
18 42 7.20
0 98 4.61
14 66 8.59
28 96 9.95
9 70 4.85
14 107 7.86
1 73 4.09
37 48 9.47
21 58 2.75
23 24 1.81
84 86 9.20
7 21 6.75
69 95 3.28
46 92 6.75
78 83 4.07
43 104 7.12
58 69 1.06
35 85 3.48
24 107 9.06
25 64 5.51
4 101 1.46
4 68 4.20
4 108 3.62
45 79 8.28
47 60 4.63
15 59 6.92
19 44 5.90
70 108 7.13
64 100 6.83
3 92 7.74
71 84 1.73
11 48 3.81
50 91 2.79
32 63 8.83
17 35 3.21
87 109 6.26
24 28 9.76
9 27 6.87
55 64 9.19
7 14 4.49
85 100 9.27
3 110 6.11
35 69 8.70
41 80 4.34
77 80 3.85
38 64 2.68
8 74 4.33
55 86 1.68
26 86 9.12
4 107 1.33
5 94 3.85
55 90 5.41
7 41 9.51
4 15 9.53
20 92 4.55
25 47 4.98
5 108 7.90
94 107 1.29
58 95 5.65
2 103 7.89
45 63 4.62
10 106 3.01
40 48 8.88
28 66 2.37
52 61 9.92
14 80 7.23
8 89 2.05
13 94 1.55
17 75 7.90
61 100 8.90
18 94 2.51
22 99 2.80
0 56 6.91
48 54 1.80
6 69 9.98
15 57 7.59
27 99 9.34
59 86 2.58
68 78 8.34
81 94 9.78
55 61 5.13
9 12 7.32
84 108 9.01
23 75 7.40
6 67 5.78
16 88 7.73
21 60 1.39
33 52 4.38
2 89 7.67
70 74 9.38
40 108 9.68
53 68 1.83
20 47 5.37
24 71 7.36
59 93 9.95
63 105 1.41
32 51 4.58
49 56 5.63
65 98 9.49
47 84 4.75
1 5 8.10
54 104 7.05
25 63 1.46
14 32 4.01
12 27 8.06
54 77 8.91
71 77 2.02
27 93 5.56
60 107 4.69
12 65 9.08
12 82 4.54
10 34 1.48
6 58 4.71
10 25 6.85
14 79 1.92
24 78 2.86
13 81 6.37
58 86 1.85
11 15 5.97
67 86 5.19
42 73 9.84
53 105 4.10
59 97 2.61
35 89 5.93
28 57 9.64
9 91 6.78
62 96 9.04
43 81 5.37
30 101 1.01
71 95 4.53
3 94 3.69
56 92 8.07
85 88 3.42
33 87 8.94
18 44 3.26
14 103 8.12
0 71 3.85
60 66 9.64
104 107 1.13
10 22 8.07
3 14 2.32
19 75 5.24
67 107 7.85
5 34 4.30
21 77 5.70
16 71 7.51
2 100 2.93
5 19 4.46
13 86 7.96
26 53 2.79
20 24 9.92
0 32 3.47
43 57 8.73
12 78 4.98
9 85 9.56
40 77 6.82
35 105 1.44
18 108 4.11
1 52 1.88
9 96 9.21
43 89 6.35
27 42 3.94
58 67 9.51
41 107 4.70
33 69 6.25
71 76 7.24
74 100 3.71
98 105 6.40
13 31 5.48
61 107 9.57
7 88 8.84
68 106 4.76
8 63 8.86
40 69 2.14
18 105 5.99
63 108 1.52
27 48 6.88
18 100 7.67
24 35 3.31
37 56 1.73
9 18 5.33
7 103 2.18
3 48 3.58
17 43 7.46
17 31 7.42
30 91 8.64
1 44 7.91
52 93 3.57
13 68 1.48
5 63 6.18
12 37 2.49
92 110 3.53
23 61 4.95
19 32 8.33
52 62 5.83
51 105 8.82
28 107 2.53
83 96 7.07
78 96 3.97
28 32 4.95
41 95 5.99
21 41 7.01
32 46 3.73
40 56 7.81
27 90 7.42
66 79 1.41
7 94 4.94
39 68 8.25
34 50 2.68
36 52 9.74
84 98 5.00
57 85 5.50
68 95 7.42
46 68 5.57
10 62 5.33
41 50 6.60
52 98 4.29
28 38 5.14
58 80 6.60
45 51 8.69
59 68 3.29
36 70 8.07
33 35 2.66
34 65 7.56
11 91 9.35
57 101 2.10
18 49 1.66
24 80 9.53
43 52 2.82
91 96 2.44
22 60 5.32
45 55 5.24
30 45 5.42
46 86 2.62
21 99 9.51
38 73 9.71
18 92 6.48
34 86 8.86
75 93 1.71
93 100 5.69
41 106 8.24
25 101 9.32
0 80 4.73
17 58 2.66
67 73 4.56
61 70 4.61
27 50 1.70
23 89 4.01
2 27 4.55
14 61 5.91
35 44 9.45
16 62 7.22
48 53 5.36
8 68 5.74
30 94 3.26
12 76 7.54
22 47 1.39
50 84 6.06
25 106 2.61
32 33 1.27
15 69 7.47
69 99 6.44
65 77 7.10
21 27 3.53
65 83 9.90
31 86 7.43
41 52 1.84
57 79 6.31
50 55 8.28
17 80 8.83
18 66 5.33
19 106 1.09
91 101 5.29
16 86 3.28
10 52 5.42
20 25 2.96
84 110 4.35
19 24 3.97
17 97 2.18
9 63 8.59
11 78 7.04
58 108 7.15
19 33 4.52
60 95 6.13
24 74 1.42
47 77 8.24
30 47 4.82
56 106 2.01
41 81 1.78
3 16 6.41
23 67 3.90
3 74 4.01
29 85 1.31
17 101 4.82
72 86 3.13
10 99 6.99
8 41 8.27
16 24 5.87
17 103 1.01
36 106 5.29
88 95 6.58
4 50 6.63
16 23 8.19
31 100 6.99
11 71 5.48
26 98 2.76
45 103 3.54
32 59 3.44
37 84 6.78
16 33 6.59
98 100 8.83
81 82 6.71
8 109 8.02
2 18 7.51
26 49 5.68
23 41 7.25
7 109 1.20
3 68 4.66
29 75 7.77
8 19 1.45
44 102 9.47
46 90 1.06
59 65 5.71
16 109 4.84
16 22 3.49
13 103 4.56
30 107 9.87
7 52 4.23
72 78 7.00
41 70 8.80
25 52 3.57
18 26 8.15
87 94 8.59
30 52 9.37
6 75 7.06
81 104 7.31
70 83 9.94
66 84 7.58
80 97 3.39
24 101 4.00
71 81 8.94
83 85 7.42
88 94 4.88
37 64 8.88
43 77 3.61
24 50 2.91
27 41 9.13
23 71 6.63
12 26 6.05
11 73 5.71
1 107 6.98
6 24 2.46
67 101 2.11
5 53 4.25
22 71 7.38
35 99 2.02
71 105 1.62
69 92 1.25
18 61 5.48
103 107 8.38
25 72 9.97
1 65 8.49
41 49 6.92
82 83 8.01
25 78 5.44
27 43 2.26
81 95 2.33
39 98 5.53
31 77 6.73
1 98 2.91
49 72 2.96
11 47 5.71
14 63 6.15
5 85 6.15
96 107 8.72
26 62 8.79
49 109 6.22
78 109 2.72
57 77 9.00
42 61 3.51
2 6 6.23
94 102 2.63
0 94 1.87
43 55 5.60
19 76 2.62
53 81 9.46
35 78 9.67
53 86 4.78
45 77 6.62
53 64 2.00
82 99 5.39
47 76 3.56
22 93 6.64
30 109 5.13
72 94 2.65
5 29 7.67
3 12 4.46
11 43 9.37
46 96 6.34
31 106 5.75
40 85 6.51
9 19 5.11
50 65 4.00
12 50 1.44
22 77 5.87
42 108 7.38
12 16 9.06
31 48 4.93
55 75 9.95
36 39 1.91
63 88 1.41
85 101 1.50
17 29 3.25
5 41 3.79
12 36 1.65
86 97 9.97
8 78 7.41
72 81 8.35
33 44 9.57
63 78 1.25
26 74 7.19
19 51 5.94
20 67 7.61
41 110 2.33
8 52 2.71
31 45 1.11
7 45 8.35
98 107 1.96
89 99 9.01
25 38 9.25
40 64 9.87
13 57 9.84
30 65 6.35
17 67 3.89
60 94 9.29
48 104 7.72
49 71 2.55
81 105 7.29
30 73 4.55
91 110 4.43
11 13 6.11
24 33 7.44
15 82 4.66
3 37 3.92
3 41 9.78
48 62 8.87
40 50 9.64
43 61 2.83
82 90 5.35
6 23 2.89
33 81 7.93
68 76 1.41
70 82 6.00
43 51 3.04
44 73 4.76
39 87 5.14
13 102 1.18
1 22 4.58
56 89 7.54
21 80 1.61
51 86 9.84
30 86 1.70
31 99 2.70
8 93 6.59
12 39 5.56
37 63 4.22
11 61 4.23
29 66 5.80
1 62 1.27
13 97 8.66
13 36 5.27
0 86 5.78
6 56 6.23
49 79 3.10
55 60 2.32
83 105 2.87
72 80 1.37
9 78 1.67
14 27 6.33
6 12 1.45
0 99 2.97
11 40 7.70
0 85 2.32
41 73 7.98
0 22 7.91
20 33 1.70
17 84 1.04
24 94 6.47
12 108 7.12
30 55 2.88
17 73 2.93
45 64 9.75
3 83 3.21
42 60 4.15
43 88 1.53
7 23 7.80
94 110 1.99
16 58 5.00
35 52 6.20
60 63 7.88
1 58 2.66
20 39 7.13
61 110 5.73
61 85 7.64
16 107 9.96
10 28 8.32
21 42 7.83
3 43 7.04
92 99 6.21
85 104 6.78
30 42 9.60
46 101 3.34
46 49 4.86
15 32 6.88
1 17 3.29
36 53 8.75
67 72 7.04
33 37 4.09
48 86 3.16
15 28 6.08
18 55 3.28
5 12 1.64
34 77 4.49
45 76 7.11
47 81 2.63
44 68 3.59
41 77 5.43
86 95 6.31
20 77 2.45
3 73 8.59
48 83 2.61
31 47 1.57
63 70 8.61
4 66 9.72
6 14 3.56
71 89 7.56
71 78 2.92
21 55 3.16
0 30 8.45
79 103 5.92
21 100 9.07
48 72 3.27
39 104 9.72
41 58 1.42
6 41 6.50
13 105 7.22
55 104 1.59
32 75 2.80
35 49 5.95
73 76 6.23
33 108 6.73
53 63 6.19
63 73 8.12
79 110 7.24
27 103 2.03
10 57 3.76
49 105 1.44
45 88 6.30
20 90 6.44
16 56 6.29
47 103 5.12
56 101 2.42
19 53 2.45
20 28 3.39
89 98 9.62
31 54 5.43
50 78 9.18
76 106 7.08
48 102 5.06
76 109 8.28
19 72 2.95
34 61 6.24
8 77 3.43
11 28 5.82
108 110 9.02
13 48 2.90
8 31 5.99
68 72 4.59
52 101 1.79
1 95 8.48
36 56 2.98
27 86 6.54
104 106 2.50
24 55 4.98
33 51 9.29
32 57 9.22
79 86 2.04
25 87 1.02
65 94 1.99
19 99 5.17
5 101 4.96
36 102 6.57
37 57 6.48
60 81 3.02
40 59 3.40
86 99 3.66
23 39 9.16
19 45 8.12
82 107 1.15
1 66 2.88
62 95 5.59
27 51 2.17
60 75 6.10
39 81 3.85
69 97 4.14
39 51 2.63
23 31 7.85
83 100 5.22
44 87 7.85
8 84 8.85
72 84 2.59
4 40 9.04
72 89 3.28
73 89 9.87
1 24 5.74
22 87 9.01
25 50 1.24
55 82 6.02
25 105 8.80
3 22 8.03
80 98 2.30
34 99 1.86
31 80 7.07
59 71 9.26
81 88 6.46
52 58 3.77
15 106 5.04
55 110 8.97
29 94 1.24
58 110 5.46
37 44 6.39
13 110 9.89
24 87 6.29
4 78 8.38
30 100 1.09
4 73 8.82
29 110 8.69
42 71 9.47
54 60 6.26
65 107 3.30
55 71 1.90
65 72 3.64
26 31 5.01
47 106 1.93
30 63 9.99
40 104 5.72
55 63 2.61
99 103 8.96
7 80 2.95
11 102 3.86
12 101 8.30
45 66 9.79
25 56 5.91
97 110 2.45
17 104 8.50
34 56 8.47
16 110 4.43
71 108 4.51
32 69 2.07
70 79 10.00
19 68 2.44
15 56 8.47
11 66 9.87
31 98 1.64
0 110 1.93
49 78 8.36
25 83 1.56
62 89 8.36
14 48 6.95
2 93 9.95
29 50 5.40
2 40 1.76
68 104 9.52
38 86 7.97
9 72 8.39
36 46 3.61
65 84 5.12
18 89 8.99
7 77 5.02
36 64 4.03
0 38 2.21
9 71 8.32
63 93 4.79
61 87 9.24
70 106 3.71
38 79 3.70
6 55 6.13
28 58 2.74
39 44 7.80
28 36 1.40
30 41 8.79
36 99 9.64
7 33 7.72
56 93 7.53
47 109 3.17
3 86 1.39
73 104 9.49
45 87 1.23
82 101 6.38
6 70 6.61
68 84 6.02
102 105 4.81
15 31 2.49
44 88 9.06
58 97 6.63
22 68 5.14
5 72 2.38
14 20 9.35
18 25 9.46
19 101 5.70
7 104 9.06
97 109 2.53
60 67 6.43
19 26 4.25
14 28 3.52
5 98 9.90
50 90 5.27
1 94 2.47
25 49 9.28
85 105 9.39
29 108 4.69
20 83 6.20
68 98 7.64
19 47 3.82
1 15 3.70
27 73 7.47
59 103 7.64
70 92 8.83
20 60 4.36
21 105 4.71
45 85 2.29
21 47 3.90
10 42 5.66
0 73 5.16
97 107 9.63
42 68 7.18
75 107 1.25
2 43 9.43
6 46 8.67
36 78 2.22
10 41 8.77
6 92 9.82
14 22 8.71
26 105 2.19
20 37 2.37
36 44 6.56
3 47 3.50
22 36 2.12
63 103 6.00
8 53 5.89
86 100 1.52
21 56 2.20
6 57 5.06
54 91 7.84
43 64 7.76
5 96 8.73
29 91 6.98
13 61 8.76
76 80 4.52
11 30 6.11
31 64 5.30
61 79 9.97
90 102 4.41
92 109 1.46
35 40 5.22
33 76 5.77
56 95 9.53
25 97 9.59
62 81 3.40
2 96 2.54
4 34 7.25
31 84 6.54
34 81 7.14
40 70 3.60
18 33 8.98
6 54 4.24
48 51 7.55
26 99 3.80
13 26 7.86
93 107 2.96
52 78 7.76
31 95 9.69
43 79 9.55
8 34 6.60
22 63 8.08
96 102 4.37
29 92 7.46
14 69 2.61
26 47 8.97
43 67 1.33
60 64 7.39
70 102 5.63
40 84 9.06
21 49 6.54
6 30 1.84
9 89 2.44
37 89 8.93
60 98 2.76
42 53 7.15
51 92 5.28
37 106 9.52
11 94 5.30
89 104 1.41
39 61 8.98
0 31 6.72
92 105 5.55
47 53 2.73
17 38 6.30
63 96 8.02
80 99 7.88
40 61 5.06
13 24 6.13
11 105 4.48
28 93 7.79
8 101 1.94
0 9 6.36
27 58 2.48
44 55 1.80
71 100 4.47
3 65 2.12
38 106 4.19
0 93 7.46
65 87 4.53
52 110 6.53
8 10 2.33
33 58 8.68
22 88 6.86
6 76 4.97
65 82 2.83
13 27 7.89
12 51 1.75
28 103 6.13
7 105 9.60
28 44 4.68
27 84 4.14
36 43 3.86
46 103 8.18
35 103 6.89
66 68 5.21
13 43 7.13
47 62 6.37
80 105 7.25
51 53 5.45
94 96 7.62
33 98 2.52
18 46 4.70
45 75 9.41
1 26 4.24
37 105 5.18
81 93 8.99
66 82 8.01
77 101 5.01
30 69 8.57
60 71 3.07
60 82 1.38
41 64 8.95
10 36 9.07
31 104 7.20
10 87 4.77
77 99 3.21
104 110 5.49
15 109 6.68
5 81 2.09
43 86 9.84
56 75 5.78
16 40 3.74
25 102 8.98
43 71 1.33
25 36 3.20
57 110 1.02
64 87 7.23
97 98 7.54
31 103 4.41
46 77 1.26
6 22 3.80
100 106 2.60
9 106 8.48
29 96 6.47
46 107 5.41
9 35 4.42
10 94 3.33
21 52 4.89
86 109 3.82
13 76 9.37
5 65 5.98
47 52 1.15
57 63 8.78
0 36 4.68
5 42 9.93
51 110 2.31
13 15 5.40
30 68 2.99
72 85 2.34
38 84 9.90
3 18 2.66
79 94 1.38
39 70 1.55
32 54 3.83
82 98 5.47
33 50 2.53
50 99 3.67
47 61 1.99
11 92 9.90
13 23 7.85
107 109 8.30
20 58 8.72
7 66 2.29
22 109 2.89
70 95 8.89
13 42 9.38
14 102 5.80
13 60 9.24
46 47 5.43
30 82 7.43
16 51 2.08
5 69 3.06
35 84 7.64
1 42 7.00
6 106 9.52
71 75 8.26
4 76 8.87
16 54 6.79
1 109 10.00
17 66 2.04
14 77 5.34
98 99 5.25
4 104 1.86
6 72 4.25
0 33 1.34
46 84 3.45
14 76 1.95
18 64 2.84
54 68 5.15
10 110 3.29
55 91 9.96
16 17 4.42
15 46 4.72
24 40 6.93
7 53 1.21
64 65 1.35
5 57 4.90
10 44 6.92
45 62 3.30
36 73 5.78
4 70 5.93
47 74 1.15
40 49 8.88
39 76 7.16
81 106 8.42
4 33 4.93
1 43 6.00
46 70 6.20
94 104 3.83
23 92 9.96
78 102 7.90
42 51 9.59
24 37 1.21
6 26 4.36
2 75 4.73
51 101 9.06
40 67 8.31
2 91 5.99
59 91 7.21
70 75 6.74
58 73 4.49
12 110 7.68
73 102 2.68
53 54 2.17
16 93 5.98
46 65 5.85
28 65 5.27
32 49 8.26
7 92 7.00
18 107 3.58
69 90 3.20
104 105 2.22
53 108 9.61
8 71 3.57
23 94 8.07
29 79 3.84
64 71 8.48
40 80 4.75
7 16 6.08
52 72 3.03
2 59 6.38
1 110 2.54
85 91 6.74
34 58 3.01
39 84 5.19
59 69 1.57
65 68 3.94
94 100 1.13
14 67 9.28
17 25 1.49
8 25 8.24
17 92 5.84
7 70 5.51
27 64 4.67
23 52 7.40
80 81 9.34
28 98 7.43
35 98 4.92
2 36 5.40
26 56 2.62
71 80 9.29
18 109 6.59
31 94 2.24
26 66 9.42
9 10 3.09
60 99 3.92
17 27 6.90
25 51 1.89
28 106 4.17
58 93 3.16
40 82 9.76
83 99 4.17
67 77 9.87
22 65 3.41
59 81 5.52
47 82 1.02
19 20 1.38
21 65 7.29
37 38 4.56
8 80 9.59
10 64 3.75
16 100 8.36
18 81 1.18
42 50 7.14
93 108 4.98
51 72 8.01
6 43 2.35
37 109 7.11
44 66 1.35
89 101 8.05
46 48 1.51
62 77 6.47
77 90 2.22
34 59 7.02
8 99 8.79
29 46 6.28
91 97 4.29
35 43 8.90
30 66 4.49
4 19 1.33
71 86 7.19
34 72 6.45
88 97 6.85
9 50 5.51
22 55 3.83
53 95 7.92
39 92 1.16
23 25 5.10
58 72 5.95
26 71 2.84
29 52 9.19
38 109 1.73
46 71 2.22
60 110 7.40
11 34 6.71
26 64 2.95
15 73 2.47
74 82 3.07
26 104 7.05
3 100 6.51
16 48 6.28
29 82 2.06
7 32 4.44
61 102 4.01
22 104 6.86
14 57 8.10
6 109 9.15
38 105 2.64
2 42 5.63
38 57 8.83
31 105 6.40
24 64 3.51
64 74 5.50
52 97 9.02
68 110 8.65
50 54 8.58
66 93 6.11
11 101 1.93
102 109 3.41
21 93 8.50
72 90 9.40
62 73 3.17
10 98 4.48
84 95 2.21
8 22 6.20
50 104 2.27
7 20 4.69
37 39 2.25
2 47 1.79
24 93 8.99
13 98 5.48
14 71 3.43
49 85 2.42
20 79 4.69
103 105 5.97
19 89 8.26
59 79 8.99
65 109 2.96
43 97 1.09
3 90 7.63
1 40 3.60
37 49 8.50
27 75 5.10
17 81 7.87
13 88 4.37
61 75 1.90
16 69 2.02
1 8 4.46
73 99 8.18
89 91 6.42
37 103 9.43
46 82 4.84
21 70 4.07
79 100 9.93
29 90 8.30
15 104 2.47
91 99 2.98
36 42 2.44
49 99 8.31
25 100 7.44
35 55 2.01
5 43 6.94
14 17 3.16
27 108 1.64
10 37 8.61
14 75 3.35
29 93 3.77
55 84 1.63
66 97 4.87
21 89 1.51
18 30 9.96
49 82 4.49
100 105 2.12
56 71 8.99
7 29 4.65
26 70 6.86
75 78 6.53
54 65 9.06
17 36 3.09
11 44 7.04
52 55 8.15
18 57 8.70
25 76 6.69
77 94 5.14
67 70 7.70
8 55 3.23
12 100 1.21
47 69 2.65
32 97 7.05
24 54 4.91
16 60 1.45
3 35 7.56
29 72 8.40
9 103 8.99
53 84 7.66
15 72 4.08
12 49 6.32
86 88 5.04
8 17 1.81
33 91 1.49
2 110 5.82
8 92 9.80
41 42 7.70
61 99 2.07
37 94 3.28
36 59 8.56
1 31 7.13
21 63 4.08
17 74 6.25
49 70 3.29
65 95 1.47
54 92 7.35
13 14 4.76
29 104 2.11
40 52 6.30
62 75 8.39
19 50 5.16
32 89 3.22
5 74 1.28
90 95 3.18
1 20 6.22
18 37 5.17
27 55 6.40
1 99 5.17
76 93 2.00
28 30 8.49
63 77 5.78
87 100 3.23
33 39 7.35
79 98 6.92
10 108 6.10
33 102 4.50
43 73 4.67
22 75 5.76
22 38 6.62
32 87 3.57
50 103 1.80
12 75 4.63
34 62 7.65
36 96 9.90
91 108 1.15
61 72 2.00
55 94 5.35
2 88 4.10
16 53 7.35
5 25 5.10
30 105 4.02
73 77 6.82
62 69 2.76
8 16 8.46
3 71 1.25
14 91 6.20
74 85 9.68
57 95 8.67
11 109 9.74
6 9 7.81
65 99 3.48
6 18 2.77
10 39 9.95
53 61 8.41
40 51 4.91
101 104 2.12
33 65 9.55
15 90 2.31
48 96 6.76
69 73 9.29
1 34 9.76
92 102 9.15
15 40 2.97
8 94 3.41
51 64 3.96
69 77 3.35
99 101 3.48
41 46 6.92
29 30 9.78
43 62 2.09
0 41 3.50
25 55 6.54
27 54 6.85
23 63 1.62
52 80 6.19
54 55 5.33
87 96 1.41
76 107 9.99
79 93 2.83
80 104 4.81
20 71 6.22
17 108 5.94
38 94 8.95
49 102 3.18
9 74 5.11
61 62 8.46
18 63 2.63
22 66 9.56
40 55 4.08
16 104 3.24
30 85 9.96
26 34 8.69
45 86 1.77
15 25 8.21
69 106 2.15
40 83 2.55
77 82 8.54
69 104 9.97
5 48 7.09
6 94 2.30
41 78 6.58
97 102 6.77
63 81 7.99
34 103 9.48
32 94 7.32
76 85 7.90
44 109 1.43
68 83 8.28
23 76 9.22
15 53 1.53
11 52 6.26
2 70 4.34
59 96 8.13
49 94 8.81
57 71 3.32
35 68 3.33
21 31 8.96
57 99 9.37
27 94 4.04
0 45 8.71
103 104 7.22
8 103 8.88
79 95 9.81
59 104 5.14
5 30 8.72
12 89 6.04
39 79 8.88
11 37 4.89
5 77 2.49
50 70 5.97
27 66 8.27
35 46 6.73
21 109 8.61
24 89 5.17
34 102 9.10
18 95 7.33
84 104 5.57
71 74 2.77
49 104 8.61
36 72 7.99
3 53 4.23
13 54 2.46
13 72 1.03
28 50 4.04
61 103 1.59
51 62 8.44
19 67 5.32
23 48 2.24
53 87 2.98
50 106 5.02
34 76 6.68
48 80 8.90
40 42 5.06
39 71 3.47
57 84 6.87
49 58 3.60
54 99 8.25
29 37 8.02
9 44 9.79
89 110 3.82
41 57 6.41
38 51 3.85
23 100 7.77
48 105 1.52
66 106 4.11
68 89 9.01
22 73 9.79
54 81 2.87
65 106 2.03
22 27 1.17
9 82 3.55
14 73 5.87
20 80 2.70
12 64 5.06
16 26 4.50
16 46 4.19
90 96 4.36
19 36 3.48
19 85 9.07
42 49 5.87
58 66 9.45
79 91 1.45
26 29 2.45
57 100 5.02
7 49 2.86
103 108 8.28
2 98 3.72
45 74 1.56
64 75 4.04
70 104 2.42
68 100 4.85
45 68 7.84
46 62 3.34
40 81 1.95
18 41 2.91
27 40 4.03
45 71 8.62
24 38 4.26
47 102 6.65
81 98 3.50
76 105 6.53
17 18 4.14
4 102 3.66
56 84 3.75
31 56 1.11
26 100 7.78
71 93 6.60
44 61 7.17
75 94 2.58
47 54 6.55
0 13 7.63
3 17 6.37
42 56 4.71
46 54 1.96
52 54 2.52
6 81 1.50
31 32 9.28
25 80 4.11
23 56 8.35
70 99 6.65
0 3 9.01
15 77 1.38
51 106 7.36
13 95 2.38
23 50 4.93
6 61 5.17
1 33 9.75
67 93 8.11
43 87 7.16
20 95 9.87
23 26 1.12
24 91 6.48
68 82 7.04
75 81 2.61
30 71 5.49
15 34 3.87
87 92 6.59
54 79 8.90
77 106 9.37
40 57 6.16
27 106 4.28
8 104 1.68
5 104 8.65
47 86 9.51
16 47 2.57
37 50 3.65
33 84 2.58
70 98 6.35
21 66 3.91
59 62 5.95
0 82 4.77
88 100 2.28
23 46 7.07
76 100 3.44
105 110 8.24
24 25 8.13
7 34 7.08
4 45 3.30
59 88 6.41
101 110 6.76
29 88 6.38
27 105 6.84
5 64 6.26
53 75 2.08
27 107 8.97
20 86 6.12
66 71 5.81
37 108 8.09
6 42 9.82
36 93 5.66
51 84 5.98
19 60 6.33
82 86 4.52
7 106 5.01
17 106 2.03
72 74 8.74
51 83 9.40
64 70 3.42
62 106 8.93
45 101 6.19
21 33 3.31
67 78 1.35
48 56 4.03
59 73 7.74
79 97 1.70
47 48 6.33
74 89 1.02
1 92 9.38
78 101 2.56
7 96 9.72
9 92 7.99
14 104 9.15
28 87 6.13
38 40 5.82
47 91 4.46
48 69 7.76
20 70 1.28
36 51 4.96
62 65 8.38
76 95 7.67
46 81 3.31
9 21 3.56
15 54 1.57
6 86 5.03
32 35 7.28
50 59 3.62
42 83 2.69
65 85 8.07
34 47 8.05
20 110 2.61
18 83 4.63
88 93 3.98
33 80 7.97
81 101 2.37
15 65 6.63
29 78 3.55
54 56 9.90
39 82 3.47
24 72 6.05
20 81 7.37
4 48 9.61
8 42 2.00
15 94 7.78
4 12 8.10
12 95 7.83
98 109 6.50
38 61 2.32
29 73 4.34
48 50 4.28
13 84 1.42
9 68 4.77
38 45 9.87
71 72 3.32
20 87 5.26
20 98 4.19
83 92 1.06
0 52 1.25
87 88 5.71
99 102 1.59
16 87 2.15
8 66 6.98
8 43 5.39
15 95 6.78
66 70 7.58
14 29 5.01
9 23 4.68
38 53 6.68
25 85 1.03
7 36 4.87
24 46 1.39
55 77 3.96
22 37 3.19
7 97 1.24
88 109 9.20
41 65 4.88
61 66 8.65
71 92 6.95
52 85 4.65
71 90 1.66
29 106 3.17
0 44 4.66
35 60 2.47
60 106 9.40
28 88 4.56
27 89 9.84
0 43 2.19
62 94 8.68
26 40 7.51
21 71 7.05
77 91 5.64
34 37 2.52
29 49 7.68
20 55 1.64
44 84 2.40
17 69 8.13
77 89 4.13
36 62 6.09
33 60 7.77
20 63 8.24
5 97 7.62
28 97 9.03
23 87 3.93
4 55 3.82
22 82 1.94
56 74 5.20
70 96 2.14
9 69 6.79
2 38 1.86
21 102 4.15
21 28 8.11
14 45 3.71
57 74 1.50
30 110 9.22
6 110 5.17
55 76 8.00
0 58 2.80
14 62 2.81
17 96 8.06
39 90 7.21
59 80 9.17
11 23 4.52
49 75 1.54
38 42 7.17
8 12 9.74
55 109 6.41
89 109 8.83
60 108 7.33
50 108 8.60
92 100 4.70
1 100 5.91
30 75 2.82
27 52 4.68
19 29 6.53
39 109 1.28
13 101 8.54
40 79 8.09
48 94 7.65
80 83 5.04
41 101 8.64
13 96 5.82
12 23 3.48
61 83 8.51
28 53 4.20
19 98 1.82
83 91 6.78
92 108 5.14
2 48 1.30
75 103 7.25
77 79 2.61
14 89 6.92
73 97 3.69
93 102 6.32
92 103 7.88
33 72 7.56
4 43 9.06
15 18 3.97
61 71 4.94
17 78 8.57
53 78 8.43
67 110 4.06
11 99 2.63
57 107 6.21
1 77 1.80
15 22 2.46
96 97 4.53
79 105 2.56
35 80 2.04
70 89 6.24
68 102 2.85
7 51 3.68
22 62 4.47
27 70 8.54
70 103 2.22
10 86 6.23
13 87 2.91
16 77 7.06
34 48 5.59
5 60 7.67
28 102 9.98
63 91 6.77
63 97 8.70
86 91 7.07
42 79 3.47
47 79 4.21
2 15 1.42
75 80 9.04
27 35 3.75
52 67 4.21
28 54 2.50
23 109 2.22
37 46 1.52
73 80 3.39
54 72 6.72
1 4 5.13
31 69 4.56
83 107 9.27
15 68 7.69
68 90 1.82
42 87 9.36
72 96 2.71
46 59 2.80
10 73 6.43
31 51 5.55
38 58 5.58
54 57 5.72
37 60 7.14
65 96 1.09
86 93 8.96
66 103 8.47
29 103 1.84
66 74 7.16
41 71 6.97
29 34 7.61
28 73 3.66
85 86 3.48
19 42 1.05
34 80 3.19
55 106 1.41
2 82 7.48
72 73 1.21
24 67 1.46
81 84 2.36
28 108 6.25
71 107 3.40
8 51 7.60
43 58 8.72
104 108 3.79
15 81 2.92
20 72 3.25
45 104 8.76
25 92 7.74
2 57 7.40
38 83 7.63
20 68 5.55
73 93 8.14
16 95 6.23
10 84 9.22
88 110 2.17
40 63 7.51
0 101 6.94
69 88 6.02
25 39 2.58
26 95 8.48
64 84 2.10
68 79 2.82
4 83 1.16
23 42 3.59
44 77 2.88
44 75 5.85
12 35 4.13
18 45 8.88
59 106 9.73
58 77 5.01
78 106 9.55
10 45 7.90
37 67 5.61
51 78 4.00
98 101 9.28
22 49 1.62
75 82 1.18
8 23 4.51
11 31 1.54
1 68 8.20
46 53 3.49
4 8 2.34
80 94 4.00
1 13 5.72
49 110 7.43
21 40 8.18
16 98 6.53
67 80 2.10
9 20 1.93
36 88 9.14
8 50 3.40
13 66 1.45
30 57 7.99
47 92 3.73
54 73 5.17
7 40 5.31
7 19 2.70
63 86 2.81
93 95 3.60
41 44 3.05
76 82 4.85
18 40 2.96
44 110 2.18
53 60 8.77
1 93 4.24
20 56 8.02
42 65 6.40
29 31 7.88
11 87 7.69
