GRAFO,ENERGIA,PORTAIS,TAM,DIJ,AES,TIME_GRAFO,TIME_DIJ,TIME_AES,DENS
0,1546.375987,4,15,0,0,18170.000002,583.000000,248.000000,1
1,1546.375987,4,15,1,0,3398.000000,205.000000,214.000000,1
0,1695.957140,4,20,0,0,65476.000003,449.000000,251.000000,0
1,1695.957140,4,20,1,0,5613.000001,344.000000,260.000000,0
0,2160.308128,28,25,0,0,100138.000005,451.000000,241.000000,1
1,2160.308128,28,25,1,0,13898.000002,271.000000,237.000000,1
0,2443.804803,31,30,0,0,127821.000010,416.000000,252.000000,0
1,2443.804803,31,30,1,0,18675.000002,258.000000,223.000000,0
0,9166.801566,28,35,0,0,199315.000017,536.000000,290.000000,1
1,9166.801566,28,35,1,0,35562.000004,291.000000,309.000000,1
0,4365.711165,80,40,0,0,270667.000024,542.000000,271.000000,0
1,4365.711165,80,40,1,0,43290.000006,252.000000,286.000000,0
0,10005.970619,113,45,0,0,410856.000054,656.000000,404.000000,1
1,10005.970619,113,45,1,0,70111.000012,349.000000,376.000000,1
0,9658.568512,32,50,0,0,472928.000070,651.000000,408.000000,0
1,9658.568512,32,50,1,0,82095.000016,477.000000,437.000000,0
0,33832.794589,146,55,0,0,716797.000096,1003.000000,665.000000,1
1,33832.794589,146,55,1,0,127465.000020,527.000000,695.000000,1
0,16160.903674,93,60,0,0,855411.000118,663.000000,589.000000,0
1,16160.903674,93,60,1,0,145161.000025,332.000000,373.000000,0
0,27216.835514,216,65,0,0,1238199.000231,2713.000000,1122.000000,1
1,27216.835514,216,65,1,0,199666.000037,662.000000,1047.000000,1
0,14500.172806,99,70,0,0,1419650.000272,3353.000000,2136.000000,0
1,14500.172806,99,70,1,0,224060.000045,1459.000000,1229.000000,0
0,47109.228702,1021,75,0,0,1907819.000411,1497.000000,729.000000,1
1,47109.228702,1021,75,1,0,294660.000067,467.000000,477.000000,1
0,15715.297929,243,80,0,0,2143714.000470,672.000000,432.000000,0
1,15715.297929,243,80,1,0,324007.000078,524.000000,597.000000,0
0,41175.667176,568,85,0,0,2853520.000609,1540.000000,542.000000,1
1,41175.667176,568,85,1,0,428343.000098,535.000000,437.000000,1
0,22847.023850,9,90,0,0,3105793.000688,2137.000000,820.000000,0
1,22847.023850,9,90,1,0,466733.000111,1153.000000,398.000000,0
0,65371.340228,1435,95,0,0,4126428.000937,1901.000000,574.000000,1
1,65371.340228,1435,95,1,0,601967.000144,571.000000,436.000000,1
0,53254.430158,15,100,0,0,4676319.000966,2177.000000,905.000000,0
1,53254.430158,15,100,1,0,670802.000147,924.000000,631.000000,0
0,42990.939516,328,105,0,0,6371682.001018,1413.000000,811.000000,1
1,42990.939516,328,105,1,0,863485.000155,604.000000,603.000000,1
0,44645.367571,219,110,0,0,6963801.001062,1661.000000,919.000000,0
1,44645.367571,219,110,1,0,937672.000160,602.000000,646.000000,0
0,132790.815131,1043,115,0,0,8551775.001474,1524.000000,783.000000,1
1,132790.815131,1043,115,1,0,1123715.000207,575.000000,511.000000,1
0,42426.066380,506,120,0,0,9297009.001598,1827.000000,721.000000,0
1,42426.066380,506,120,1,0,1208085.000220,689.000000,669.000000,0
0,161653.072854,1447,125,0,0,11651601.001886,1676.000000,2652.000000,1
1,161653.072854,1447,125,1,0,1458342.000259,573.000000,528.000000,1
0,81838.876209,781,130,0,0,12502050.002064,2009.000000,22380.000000,0
1,81838.876209,781,130,1,0,1558750.000282,671.000000,859.000000,0
0,175590.085262,45,135,0,0,16036873.002332,1601.000000,654.000000,1
1,175590.085262,45,135,1,0,1885584.000312,2657.000000,566.000000,1
0,64122.600511,904,140,0,0,17238222.002486,1685.000000,1156.000000,0
1,64122.600511,904,140,1,0,2010379.000333,831.000000,885.000000,0
0,274880.516258,313,145,0,0,21554460.002567,3576.000000,726.000000,1
1,274880.516258,313,145,1,0,2386779.000342,665.000000,626.000000,1
0,78231.703405,100,150,0,0,23835960.002598,1684.000000,1077.000000,0
1,78231.703405,100,150,1,0,2616295.000346,772.000000,728.000000,0
0,223880.058198,765,155,0,0,29093569.002954,4004.000000,809.000000,1
1,223880.058198,765,155,1,0,3093209.000384,706.000000,1938.000000,1
0,74246.769633,422,160,0,0,31380159.003296,2126.000000,1049.000000,0
1,74246.769633,422,160,1,0,3340735.000420,854.000000,742.000000,0
0,109335.976057,1323,165,0,0,36886962.004313,1566.000000,3084.000000,1
1,109335.976057,1323,165,1,0,3854581.000516,721.000000,633.000000,1
0,71914.863250,83,170,0,0,39449145.004928,1958.000000,861.000000,0
1,71914.863250,83,170,1,0,4077920.000572,887.000000,786.000000,0
0,197972.934095,1873,175,0,0,46072256.006474,4383.000000,891.000000,1
1,197972.934095,1873,175,1,0,4572161.000699,787.000000,1839.000000,1
0,76763.007787,44,180,0,0,49875325.006665,1571.000000,1012.000000,0
1,76763.007787,44,180,1,0,4863518.000717,1038.000000,751.000000,0
0,258898.970328,142,185,0,0,60419383.006772,3809.000000,1077.000000,1
1,258898.970328,142,185,1,0,5576455.000726,2150.000000,738.000000,1
0,187949.090052,260,190,0,0,64503863.006890,1975.000000,1094.000000,0
1,187949.090052,260,190,1,0,5890338.000736,848.000000,714.000000,0
0,412902.455827,4338,195,0,0,73729639.008240,3628.000000,1067.000000,1
1,412902.455827,4338,195,1,0,6563167.000847,3452.000000,744.000000,1
0,79.946923,0,5,0,0,2344.000000,1455.000000,573.000000,1
1,79.946923,0,5,1,0,386.000000,558.000000,466.000000,1
0,508.723567,0,10,0,0,5585.000000,648.000000,478.000000,0
1,508.723567,0,10,1,0,937.000000,358.000000,414.000000,0
0,2019.915381,31,15,0,0,52007.000004,517.000000,387.000000,1
1,2019.915381,31,15,1,0,3006.000001,353.000000,345.000000,1
0,776.142611,9,20,0,0,62139.000005,434.000000,663.000000,0
1,776.142611,9,20,1,0,5069.000001,415.000000,331.000000,0
0,4486.967964,30,25,0,0,95902.000008,800.000000,1674.000000,1
1,4486.967964,30,25,1,0,13059.000002,364.000000,415.000000,1
0,4738.961251,11,30,0,0,128285.000010,700.000000,350.000000,0
1,4738.961251,11,30,1,0,18531.000002,330.000000,283.000000,0
0,8862.943915,12,35,0,0,203913.000017,882.000000,345.000000,1
1,8862.943915,12,35,1,0,35185.000004,418.000000,287.000000,1
0,5035.580758,15,40,0,0,249489.000031,973.000000,337.000000,0
1,5035.580758,15,40,1,0,42882.000007,373.000000,328.000000,0
0,14659.168763,235,45,0,0,380026.000059,1053.000000,586.000000,1
1,14659.168763,235,45,1,0,67989.000013,657.000000,419.000000,1
0,6150.841714,44,50,0,0,450378.000075,1113.000000,575.000000,0
1,6150.841714,44,50,1,0,81735.000015,692.000000,468.000000,0
0,39816.379579,75,55,0,0,716908.000089,1884.000000,630.000000,1
1,39816.379579,75,55,1,0,130076.000018,672.000000,468.000000,1
0,13408.968206,7,60,0,0,829497.000105,38550.000000,598.000000,0
1,13408.968206,7,60,1,0,149763.000021,497.000000,649.000000,0
0,23369.075262,196,65,0,0,1309904.000274,2185.000000,873.000000,1
1,23369.075262,196,65,1,0,215144.000046,689.000000,794.000000,1
0,24396.987480,222,70,0,0,1559967.000304,1262.000000,942.000000,0
1,24396.987480,222,70,1,0,251583.000051,1206.000000,573.000000,0
0,61080.797758,123,75,0,0,2107189.000451,1937.000000,921.000000,1
1,61080.797758,123,75,1,0,327388.000065,682.000000,429.000000,1
0,29194.795608,22,80,0,0,2547677.000472,2422.000000,1761.000000,0
1,29194.795608,22,80,1,0,380372.000071,768.000000,1338.000000,0
0,68585.002878,1129,85,0,0,3432968.000652,2010.000000,1063.000000,1
1,68585.002878,1129,85,1,0,497391.000110,922.000000,648.000000,1
0,40235.586632,79,90,0,0,4545319.000671,2474.000000,784.000000,0
1,40235.586632,79,90,1,0,601153.000113,38277.000000,453.000000,0
0,50439.208259,339,95,0,0,5753126.000741,2448.000000,627.000000,1
1,50439.208259,339,95,1,0,754605.000124,585.000000,3684.000000,1
0,44723.102746,526,100,0,0,6138429.000864,804.000000,594.000000,0
1,44723.102746,526,100,1,0,800502.000140,565.000000,480.000000,0
0,38067.802247,199,105,0,0,7875423.000990,1486.000000,60664.000000,1
1,38067.802247,199,105,1,0,983218.000157,499.000000,665.000000,1
0,28015.546986,91,110,0,0,8751171.001057,2615.000000,1133.000000,0
1,28015.546986,91,110,1,0,1101202.000163,867.000000,854.000000,0
0,142295.971539,369,115,0,0,10658996.001368,1971.000000,918.000000,1
1,142295.971539,369,115,1,0,1327977.000203,741.000000,762.000000,1
0,50688.506266,287,120,0,0,11367151.001498,1745.000000,948.000000,0
1,50688.506266,287,120,1,0,1402456.000221,706.000000,871.000000,0
0,123700.886287,215,125,0,0,13637642.001943,2186.000000,4523.000000,1
1,123700.886287,215,125,1,0,1670007.000274,751.000000,715.000000,1
0,68896.563448,870,130,0,0,14512848.002126,2517.000000,1191.000000,0
1,68896.563448,870,130,1,0,1756933.000296,719.000000,841.000000,0
0,91325.154355,273,135,0,0,17609781.002690,1655.000000,984.000000,1
1,91325.154355,273,135,1,0,2065813.000355,2944.000000,645.000000,1
0,77797.507987,511,140,0,0,18710702.002917,1803.000000,1146.000000,0
1,77797.507987,511,140,1,0,2210288.000381,1032.000000,646.000000,0
0,76376.276617,212,145,0,0,22601571.003508,3621.000000,778.000000,1
1,76376.276617,212,145,1,0,2572343.000445,609.000000,571.000000,1
0,71435.874600,252,150,0,0,24457966.003552,2117.000000,806.000000,0
1,71435.874600,252,150,1,0,2751094.000451,738.000000,595.000000,0
0,230473.011103,1240,155,0,0,28625516.004881,4368.000000,703.000000,1
1,230473.011103,1240,155,1,0,3116544.000565,611.000000,1509.000000,1
0,113245.025744,850,160,0,0,30441877.005197,2249.000000,852.000000,0
1,113245.025744,850,160,1,0,3317902.000599,717.000000,922.000000,0
0,315525.136595,121,165,0,0,37083858.005603,2462.000000,3978.000000,1
1,315525.136595,121,165,1,0,3887774.000640,928.000000,887.000000,1
0,67479.436342,758,170,0,0,39387508.006087,41598.000000,1268.000000,0
1,67479.436342,758,170,1,0,4073053.000683,972.000000,1071.000000,0
0,111975.068365,3053,175,0,0,45702916.007712,5159.000000,823.000000,1
1,111975.068365,3053,175,1,0,4624370.000820,801.000000,1823.000000,1
0,56138.509939,1980,180,0,0,48869417.008409,1678.000000,920.000000,0
1,56138.509939,1980,180,1,0,4871109.000875,796.000000,804.000000,0
0,383766.511567,1770,185,0,0,57362685.009532,6308.000000,1733.000000,1
1,383766.511567,1770,185,1,0,5485150.000971,2703.000000,715.000000,1
0,140487.588950,208,190,0,0,62021529.009597,2305.000000,1375.000000,0
1,140487.588950,208,190,1,0,5890112.000977,1346.000000,1074.000000,0
0,379005.313751,3375,195,0,0,70450583.012144,5593.000000,1390.000000,1
1,379005.313751,3375,195,1,0,6456853.001163,2556.000000,909.000000,1
0,151.234317,0,5,0,0,2465.000000,1012.000000,402.000000,1
1,151.234317,0,5,1,0,364.000000,478.000000,451.000000,1
0,360.330012,2,10,0,0,5238.000000,805.000000,456.000000,0
1,360.330012,2,10,1,0,821.000000,255.000000,301.000000,0
0,1066.752961,25,15,0,0,14291.000005,722.000000,357.000000,1
1,1066.752961,25,15,1,0,2890.000001,294.000000,278.000000,1
0,1335.140621,0,20,0,0,23232.000007,483.000000,288.000000,0
1,1335.140621,0,20,1,0,4658.000002,487.000000,329.000000,0
0,6984.124257,45,25,0,0,55912.000010,456.000000,251.000000,1
1,6984.124257,45,25,1,0,12456.000003,232.000000,288.000000,1
0,2332.946616,0,30,0,0,80989.000010,342.000000,353.000000,0
1,2332.946616,0,30,1,0,18039.000003,370.000000,350.000000,0
0,7980.924789,53,35,0,0,150672.000022,654.000000,361.000000,1
1,7980.924789,53,35,1,0,33639.000005,3970.000000,424.000000,1
0,3124.888094,39,40,0,0,192105.000025,617.000000,503.000000,0
1,3124.888094,39,40,1,0,42588.000006,366.000000,379.000000,0
0,10947.879538,39,45,0,0,408909.000052,874.000000,821.000000,1
1,10947.879538,39,45,1,0,66258.000012,383.000000,369.000000,1
0,5490.341829,33,50,0,0,483462.000062,717.000000,578.000000,0
1,5490.341829,33,50,1,0,80544.000013,488.000000,535.000000,0
0,26632.227741,232,55,0,0,707057.000132,1493.000000,659.000000,1
1,26632.227741,232,55,1,0,116849.000026,858.000000,612.000000,1
0,13209.737201,24,60,0,0,833721.000142,1621.000000,769.000000,0
1,13209.737201,24,60,1,0,161362.000028,489.000000,665.000000,0
0,18574.043283,119,65,0,0,1250193.000239,18540.000000,1476.000000,1
1,18574.043283,119,65,1,0,230944.000044,944.000000,880.000000,1
0,12837.651994,56,70,0,0,1475778.000250,1882.000000,999.000000,0
1,12837.651994,56,70,1,0,262539.000047,608.000000,769.000000,0
0,63942.158258,178,75,0,0,2215634.000281,2000.000000,556.000000,1
1,63942.158258,178,75,1,0,359759.000051,473.000000,470.000000,1
0,30385.176799,74,80,0,0,2483249.000301,1473.000000,673.000000,0
1,30385.176799,74,80,1,0,400130.000055,936.000000,717.000000,0
0,60105.219038,298,85,0,0,3207671.000516,2163.000000,799.000000,1
1,60105.219038,298,85,1,0,519043.000084,669.000000,495.000000,1
0,35762.640597,100,90,0,0,3663122.000576,1521.000000,577.000000,0
1,35762.640597,100,90,1,0,576678.000095,510.000000,549.000000,0
0,81862.305553,11,95,0,0,4845472.000704,1990.000000,693.000000,1
1,81862.305553,11,95,1,0,830581.000114,623.000000,504.000000,1
0,43379.626290,333,100,0,0,5243649.000786,867.000000,609.000000,0
1,43379.626290,333,100,1,0,883802.000123,600.000000,582.000000,0
0,49367.138120,541,105,0,0,6728932.001048,1842.000000,651.000000,1
1,49367.138120,541,105,1,0,1061326.000157,539.000000,663.000000,1
0,45899.827026,195,110,0,0,7220406.001236,2293.000000,861.000000,0
1,45899.827026,195,110,1,0,1120268.000181,929.000000,771.000000,0
0,99931.078383,221,115,0,0,9110561.001636,1877.000000,628.000000,1
1,99931.078383,221,115,1,0,1343916.000231,566.000000,543.000000,1
0,52651.265781,539,120,0,0,9688452.001878,2238.000000,759.000000,0
1,52651.265781,539,120,1,0,1416527.000262,644.000000,593.000000,0
0,114721.828024,1087,125,0,0,12123532.002241,1997.000000,2684.000000,1
1,114721.828024,1087,125,1,0,1701163.000303,570.000000,554.000000,1
0,29454.869158,268,130,0,0,13001671.002636,21991.000000,848.000000,0
1,29454.869158,268,130,1,0,1860290.000333,679.000000,594.000000,0
0,160820.128273,190,135,0,0,16752280.002725,2227.000000,757.000000,1
1,160820.128273,190,135,1,0,2285906.000345,41827.000000,602.000000,1
0,46716.673335,10,140,0,0,18171194.002731,1953.000000,885.000000,0
1,46716.673335,10,140,1,0,2460308.000346,752.000000,736.000000,0
0,142359.239153,1191,145,0,0,22116775.003177,4943.000000,787.000000,1
1,142359.239153,1191,145,1,0,2841219.000427,689.000000,613.000000,1
0,117390.284536,81,150,0,0,24009454.003212,2011.000000,836.000000,0
1,117390.284536,81,150,1,0,3036116.000430,747.000000,782.000000,0
0,140051.075445,1530,155,0,0,29016417.003607,4495.000000,786.000000,1
1,140051.075445,1530,155,1,0,3491745.000470,666.000000,1994.000000,1
0,129827.095852,26,160,0,0,31986882.003620,1823.000000,963.000000,0
1,129827.095852,26,160,1,0,3759529.000471,791.000000,722.000000,0
0,133253.834397,1893,165,0,0,38460644.004331,1981.000000,3926.000000,1
1,133253.834397,1893,165,1,0,4304299.000538,640.000000,592.000000,1
0,66213.193386,327,170,0,0,40968875.004620,1883.000000,981.000000,0
1,66213.193386,327,170,1,0,4515342.000564,973.000000,721.000000,0
0,304209.607962,880,175,0,0,47890205.005558,4001.000000,861.000000,1
1,304209.607962,880,175,1,0,5041270.000650,800.000000,1632.000000,1
0,90199.583805,214,180,0,0,51698905.005703,1965.000000,852.000000,0
1,90199.583805,214,180,1,0,5350228.000666,840.000000,793.000000,0
0,206507.872673,38,185,0,0,61784198.005816,3655.000000,885.000000,1
1,206507.872673,38,185,1,0,6036565.000677,2134.000000,714.000000,1
0,51994.381370,1838,190,0,0,65520341.006515,2349.000000,1113.000000,0
1,51994.381370,1838,190,1,0,6382802.000732,921.000000,802.000000,0
0,301006.095724,3251,195,0,0,75771252.007585,4963.000000,1070.000000,1
1,301006.095724,3251,195,1,0,7090886.000813,2632.000000,733.000000,1
0,162879.026864,1405,200,0,0,2791422.000728,4902.000000,1113.000000,0
1,162879.026864,1405,200,1,0,339259.000060,2057.000000,1716.000000,0
0,288714.416318,1348,205,0,0,11184772.002294,4454.000000,837.000000,1
1,288714.416318,1348,205,1,0,1094637.000201,751.000000,1653.000000,1
0,71956.954987,455,210,0,0,15210162.002728,2945.000000,1261.000000,0
1,71956.954987,455,210,1,0,1408406.000237,1172.000000,996.000000,0
0,152221.912772,4942,215,0,0,24601198.004335,5874.000000,1127.000000,1
1,152221.912772,4942,215,1,0,2224800.000373,1106.000000,2884.000000,1
0,177869.958820,1794,220,0,0,29216927.005042,2764.000000,1370.000000,0
1,177869.958820,1794,220,1,0,2611505.000435,1276.000000,1224.000000,0
0,404562.578312,1159,225,0,0,41967006.006041,4849.000000,1003.000000,1
1,404562.578312,1159,225,1,0,3703715.000512,3261.000000,741.000000,1
0,131367.283058,2283,230,0,0,46992385.006745,2074.000000,42008.000000,0
1,131367.283058,2283,230,1,0,4088718.000569,958.000000,814.000000,0
0,450229.757913,1239,235,0,0,62208483.007880,4649.000000,1125.000000,1
1,450229.757913,1239,235,1,0,5337475.000664,2696.000000,824.000000,1
0,120824.748144,4007,240,0,0,67239629.009298,1803.000000,928.000000,0
1,120824.748144,4007,240,1,0,5709720.000776,973.000000,818.000000,0
0,553082.491265,735,245,0,0,85558625.010174,4344.000000,983.000000,1
1,553082.491265,735,245,1,0,7023629.000847,2158.000000,871.000000,1
0,190922.123439,1633,250,0,0,92471189.011024,2075.000000,974.000000,0
1,190922.123439,1633,250,1,0,7539883.000913,993.000000,917.000000,0
0,214643.640157,2811,255,0,0,112574005.013372,5399.000000,2639.000000,1
1,214643.640157,2811,255,1,0,8930066.001067,804.000000,2732.000000,1
0,219982.521382,2500,260,0,0,120606731.014270,2554.000000,1544.000000,0
1,219982.521382,2500,260,1,0,9437523.001136,922.000000,934.000000,0
0,431080.647395,15,265,0,0,148078539.014274,4853.000000,2184.000000,1
1,431080.647395,15,265,1,0,11418919.001136,835.000000,2036.000000,1
0,225532.687637,1173,270,0,0,157824771.014857,3257.000000,2073.000000,0
1,225532.687637,1173,270,1,0,12010701.001181,947.000000,891.000000,0
0,910949.479916,777,275,0,0,183364242.019127,14198.000000,955.000000,1
1,910949.479916,777,275,1,0,13667575.001439,2033.000000,2726.000000,1
0,452234.007399,513,280,0,0,195990111.019360,2838.000000,1184.000000,0
1,452234.007399,513,280,1,0,14495986.001459,1250.000000,1247.000000,0
0,703724.862824,349,285,0,0,221794348.025544,4274.000000,2067.000000,1
1,703724.862824,349,285,1,0,16216039.001832,894.000000,2034.000000,1
0,226606.615355,606,290,0,0,234699733.026319,2005.000000,1452.000000,0
1,226606.615355,606,290,1,0,17000152.001887,1042.000000,927.000000,0
0,980838.249182,1390,295,0,0,271725940.028126,5253.000000,1056.000000,1
1,980838.249182,1390,295,1,0,19301049.002077,2047.000000,852.000000,1
0,134489.495448,6269,300,0,0,282826620.031053,2200.000000,1242.000000,0
1,134489.495448,6269,300,1,0,20017287.002250,1014.000000,954.000000,0
0,497691.131178,3591,305,0,0,324035226.033153,3897.000000,1077.000000,1
1,497691.131178,3591,305,1,0,22314805.002376,1845.000000,977.000000,1
0,428057.738914,2269,310,0,0,337560601.035809,41413.000000,1072.000000,0
1,428057.738914,2269,310,1,0,23086295.002531,930.000000,901.000000,0
0,758403.005043,10980,315,0,0,377101792.043278,8330.000000,2518.000000,1
1,758403.005043,10980,315,1,0,25221556.002937,976.000000,2217.000000,1
0,238390.386259,1091,320,0,0,391313338.046791,2927.000000,1230.000000,0
1,238390.386259,1091,320,1,0,25989373.003131,972.000000,1032.000000,0
0,946617.723981,748,325,0,0,444119318.048332,4395.000000,2099.000000,1
1,946617.723981,748,325,1,0,28831819.003226,915.000000,39284.000000,1
0,492513.288829,75,330,0,0,459505995.052494,36166.000000,1288.000000,0
1,492513.288829,75,330,1,0,29658249.003461,977.000000,990.000000,0
0,1404069.312279,1163,335,0,0,520489123.054488,4707.000000,1204.000000,1
1,1404069.312279,1163,335,1,0,32724766.003569,2148.000000,6550.000000,1
0,360198.557921,4970,340,0,0,537644977.059096,2434.000000,1265.000000,0
1,360198.557921,4970,340,1,0,33568192.003783,1032.000000,983.000000,0
0,1132085.271503,17219,345,0,0,585203746.075163,4904.000000,2408.000000,1
1,1132085.271503,17219,345,1,0,35933436.004620,2651.000000,1061.000000,1
0,130034.514476,1119,200,0,0,3492557.000473,4181.000000,1047.000000,0
1,130034.514476,1119,200,1,0,321152.000044,2013.000000,1881.000000,0
0,297431.039958,348,205,0,0,12216369.001366,4199.000000,842.000000,1
1,297431.039958,348,205,1,0,1106693.000128,775.000000,2049.000000,1
0,122516.261891,1650,210,0,0,16229382.001827,2137.000000,999.000000,0
1,122516.261891,1650,210,1,0,1467990.000171,892.000000,861.000000,0
0,394551.448899,5150,215,0,0,25007303.004158,3730.000000,882.000000,1
1,394551.448899,5150,215,1,0,2185441.000356,883.000000,1819.000000,1
0,151242.060919,713,220,0,0,29279419.004938,2537.000000,1005.000000,0
1,151242.060919,713,220,1,0,2556392.000434,965.000000,928.000000,0
0,470945.345090,2285,225,0,0,40282465.007521,4257.000000,896.000000,1
1,470945.345090,2285,225,1,0,3440360.000627,1946.000000,759.000000,1
0,81851.981874,2124,230,0,0,44868095.008389,2266.000000,1079.000000,0
1,81851.981874,2124,230,1,0,3802691.000703,983.000000,947.000000,0
0,432650.816383,2074,235,0,0,56647883.012213,44270.000000,42784.000000,1
1,432650.816383,2074,235,1,0,4771578.000981,1852.000000,761.000000,1
0,273851.260698,875,240,0,0,62242526.013003,2197.000000,1089.000000,0
1,273851.260698,875,240,1,0,5242140.001081,969.000000,888.000000,0
0,386745.811260,332,245,0,0,79309552.014947,4011.000000,903.000000,1
1,386745.811260,332,245,1,0,6446306.001219,1841.000000,49233.000000,1
0,123068.207124,1153,250,0,0,85943363.015710,2345.000000,1045.000000,0
1,123068.207124,1153,250,1,0,6971937.001269,1029.000000,943.000000,0
0,635382.498200,3212,255,0,0,106484889.017051,40777.000000,2160.000000,1
1,635382.498200,3212,255,1,0,8369222.001360,914.000000,1718.000000,1
0,91025.164505,787,260,0,0,113217488.018837,2451.000000,1123.000000,0
1,91025.164505,787,260,1,0,8846266.001509,962.000000,1040.000000,0
0,345367.039913,2702,265,0,0,135929036.020758,4451.000000,2285.000000,1
1,345367.039913,2702,265,1,0,10413512.001636,909.000000,1932.000000,1
0,103955.932079,567,270,0,0,143850490.022153,2537.000000,1196.000000,0
1,103955.932079,567,270,1,0,10991599.001743,965.000000,1081.000000,0
0,245148.110044,7200,275,0,0,166662858.026808,6914.000000,1424.000000,1
1,245148.110044,7200,275,1,0,12660985.002045,2681.000000,2158.000000,1
0,315206.260060,16,280,0,0,177859111.027036,2325.000000,1194.000000,0
1,315206.260060,16,280,1,0,13426516.002059,944.000000,882.000000,0
0,292814.934674,8935,285,0,0,201741848.033767,4456.000000,2286.000000,1
1,292814.934674,8935,285,1,0,14967577.002451,880.000000,1826.000000,1
0,381451.312449,3277,290,0,0,211435091.036047,2207.000000,1297.000000,0
1,381451.312449,3277,290,1,0,15650940.002593,953.000000,1010.000000,0
0,766920.149554,221,295,0,0,251587478.036214,4475.000000,1139.000000,1
1,766920.149554,221,295,1,0,18229590.002606,2013.000000,916.000000,1
0,160235.335083,938,300,0,0,263608444.038673,2083.000000,1124.000000,0
1,160235.335083,938,300,1,0,18917799.002759,1054.000000,1056.000000,0
0,593410.774966,147,305,0,0,307951869.039228,4401.000000,1135.000000,1
1,593410.774966,147,305,1,0,21534164.002845,2043.000000,943.000000,1
0,383767.721362,5090,310,0,0,321672679.041508,2104.000000,1120.000000,0
1,383767.721362,5090,310,1,0,22336712.002977,935.000000,922.000000,0
0,1184019.816781,293,315,0,0,378560659.041873,4488.000000,2263.000000,1
1,1184019.816781,293,315,1,0,26036109.002998,969.000000,1832.000000,1
0,291552.574418,63,320,0,0,397611959.041956,2295.000000,1263.000000,0
1,291552.574418,63,320,1,0,27179219.003004,1048.000000,993.000000,0
0,655669.312806,2368,325,0,0,449245719.049363,4848.000000,2314.000000,1
1,655669.312806,2368,325,1,0,30574134.003406,1019.000000,2010.000000,1
0,384339.209103,1945,330,0,0,464153519.054332,2207.000000,1234.000000,0
1,384339.209103,1945,330,1,0,31466914.003665,1029.000000,984.000000,0
0,432188.835367,2929,335,0,0,528036994.058403,4801.000000,1198.000000,1
1,432188.835367,2929,335,1,0,35764939.003906,2306.000000,9329.000000,1
0,648388.367950,50,340,0,0,555368122.059120,2696.000000,1325.000000,0
1,648388.367950,50,340,1,0,37438196.003943,1104.000000,1343.000000,0
0,398716.755347,5958,345,0,0,622139266.066984,5908.000000,3207.000000,1
1,398716.755347,5958,345,1,0,42316484.004342,3118.000000,1288.000000,1
0,56885.113911,665,200,0,0,3072327.000687,5017.000000,998.000000,0
1,56885.113911,665,200,1,0,277226.000067,2972.000000,1944.000000,0
0,300804.696216,45,205,0,0,12422700.001394,4966.000000,907.000000,1
1,300804.696216,45,205,1,0,1069606.000130,1201.000000,2572.000000,1
0,53696.557739,545,210,0,0,15996040.002261,2807.000000,1032.000000,0
1,53696.557739,545,210,1,0,1371652.000204,865.000000,1037.000000,0
0,534910.066657,59,215,0,0,28128587.002330,5915.000000,1003.000000,1
1,534910.066657,59,215,1,0,2423202.000211,833.000000,2280.000000,1
0,211598.921037,79,220,0,0,33500944.002640,1913.000000,1023.000000,0
1,211598.921037,79,220,1,0,2853327.000236,1057.000000,907.000000,0
0,465427.767537,115,225,0,0,45513805.003945,5727.000000,1304.000000,1
1,465427.767537,115,225,1,0,3837151.000343,2175.000000,1185.000000,1
0,239988.126215,1299,230,0,0,50566831.004761,2941.000000,1462.000000,0
1,239988.126215,1299,230,1,0,4215106.000418,1401.000000,1351.000000,0
0,518637.524379,942,235,0,0,65774447.006028,4943.000000,915.000000,1
1,518637.524379,942,235,1,0,5512798.000514,2062.000000,831.000000,1
0,110216.335270,612,240,0,0,72229173.006225,2019.000000,1014.000000,0
1,110216.335270,612,240,1,0,5988915.000528,993.000000,802.000000,0
0,302015.101747,2025,245,0,0,88397614.007952,4476.000000,899.000000,1
1,302015.101747,2025,245,1,0,7258149.000663,2252.000000,882.000000,1
0,113391.168551,3565,250,0,0,93904060.009485,2922.000000,1076.000000,0
1,113391.168551,3565,250,1,0,7742297.000786,1006.000000,934.000000,0
0,618551.310930,10640,255,0,0,110000860.014084,5778.000000,2275.000000,1
1,618551.310930,10640,255,1,0,8998634.001077,840.000000,2497.000000,1
0,237422.815157,799,260,0,0,116835689.015603,2212.000000,1073.000000,0
1,237422.815157,799,260,1,0,9478826.001253,882.000000,903.000000,0
0,717135.116371,312,265,0,0,134856456.020817,45813.000000,2044.000000,1
1,717135.116371,312,265,1,0,10743576.001593,825.000000,1952.000000,1
0,135054.805394,477,270,0,0,145274236.021074,2188.000000,1104.000000,0
1,135054.805394,477,270,1,0,11404485.001608,928.000000,836.000000,0
0,368390.812240,14206,275,0,0,165541682.027872,4172.000000,2012.000000,1
1,368390.812240,14206,275,1,0,12721942.002050,851.000000,1870.000000,1
0,294498.350393,3403,280,0,0,174109626.030695,2322.000000,1319.000000,0
1,294498.350393,3403,280,1,0,13258828.002225,997.000000,955.000000,0
0,611802.629424,12945,285,0,0,196530641.039521,5251.000000,2847.000000,1
1,611802.629424,12945,285,1,0,14654887.002780,923.000000,2120.000000,1
0,427429.200910,1473,290,0,0,208269639.040395,2106.000000,1318.000000,0
